"","race","famType","edu1","edu2","income","icon"
"516","other","couple","noHS","BA","40-60",0
"517","other","couple","noHS","grad","40-60",0
"518","other","couple","noHS","HS","40-60",0
"519","other","couple","noHS","noHS","40-60",0
"520","other","couple","noHS","someCollege","40-60",0
"521","other","couple","HS","BA","40-60",0
"522","other","couple","HS","grad","40-60",0
"523","other","couple","HS","HS","40-60",0
"524","other","couple","HS","noHS","40-60",0
"525","other","couple","HS","someCollege","40-60",0
"526","other","couple","someCollege","BA","40-60",0
"527","other","couple","someCollege","grad","40-60",0
"528","other","couple","someCollege","HS","40-60",0
"529","other","couple","someCollege","noHS","40-60",0
"530","other","couple","someCollege","someCollege","40-60",0
"531","other","couple","BA","BA","40-60",0
"532","other","couple","BA","grad","40-60",0
"533","other","couple","BA","HS","40-60",0
"534","other","couple","BA","noHS","40-60",0
"535","other","couple","BA","someCollege","40-60",0
"536","other","couple","grad","BA","40-60",0
"537","other","couple","grad","grad","40-60",0
"538","other","couple","grad","HS","40-60",0
"539","other","couple","grad","noHS","40-60",0
"540","other","couple","grad","someCollege","40-60",0
"541","white","man","noHS",NA,"60-80",0
"542","white","man","HS",NA,"60-80",0
"543","white","man","someCollege",NA,"60-80",0
"544","white","man","BA",NA,"60-80",0
"545","white","man","grad",NA,"60-80",0
"546","black","man","noHS",NA,"60-80",0
"547","black","man","HS",NA,"60-80",0
"548","black","man","someCollege",NA,"60-80",0
"549","black","man","BA",NA,"60-80",0
"550","black","man","grad",NA,"60-80",0
"551","latino","man","noHS",NA,"60-80",0
"552","latino","man","HS",NA,"60-80",0
"553","latino","man","someCollege",NA,"60-80",0
"554","latino","man","BA",NA,"60-80",0
"555","latino","man","grad",NA,"60-80",0
"556","other","man","noHS",NA,"60-80",0
"557","other","man","HS",NA,"60-80",0
"558","other","man","someCollege",NA,"60-80",0
"559","other","man","BA",NA,"60-80",0
"560","other","man","grad",NA,"60-80",0
"561","white","woman","noHS",NA,"60-80",0
"562","white","woman","HS",NA,"60-80",0
"563","white","woman","someCollege",NA,"60-80",0
"564","white","woman","BA",NA,"60-80",0
"565","white","woman","grad",NA,"60-80",0
"566","black","woman","noHS",NA,"60-80",0
"567","black","woman","HS",NA,"60-80",0
"568","black","woman","someCollege",NA,"60-80",0
"569","black","woman","BA",NA,"60-80",0
"570","black","woman","grad",NA,"60-80",0
"571","latino","woman","noHS",NA,"60-80",0
"572","latino","woman","HS",NA,"60-80",0
"573","latino","woman","someCollege",NA,"60-80",0
"574","latino","woman","BA",NA,"60-80",0
"575","latino","woman","grad",NA,"60-80",0
"576","other","woman","noHS",NA,"60-80",0
"577","other","woman","HS",NA,"60-80",0
"578","other","woman","someCollege",NA,"60-80",0
"579","other","woman","BA",NA,"60-80",0
"580","other","woman","grad",NA,"60-80",0
"581","white","manDep","noHS",NA,"60-80",0
"582","white","manDep","HS",NA,"60-80",0
"583","white","manDep","someCollege",NA,"60-80",0
"584","white","manDep","BA",NA,"60-80",0
"585","white","manDep","grad",NA,"60-80",0
"586","black","manDep","noHS",NA,"60-80",0
"587","black","manDep","HS",NA,"60-80",0
"588","black","manDep","someCollege",NA,"60-80",0
"589","black","manDep","BA",NA,"60-80",0
"590","black","manDep","grad",NA,"60-80",0
"591","latino","manDep","noHS",NA,"60-80",0
"592","latino","manDep","HS",NA,"60-80",0
"593","latino","manDep","someCollege",NA,"60-80",0
"594","latino","manDep","BA",NA,"60-80",0
"595","latino","manDep","grad",NA,"60-80",0
"596","other","manDep","noHS",NA,"60-80",0
"597","other","manDep","HS",NA,"60-80",0
"598","other","manDep","someCollege",NA,"60-80",0
"599","other","manDep","BA",NA,"60-80",0
"600","other","manDep","grad",NA,"60-80",0
"601","white","womanDep","noHS",NA,"60-80",0
"602","white","womanDep","HS",NA,"60-80",0
"603","white","womanDep","someCollege",NA,"60-80",0
"604","white","womanDep","BA",NA,"60-80",0
"605","white","womanDep","grad",NA,"60-80",0
"606","black","womanDep","noHS",NA,"60-80",0
"607","black","womanDep","HS",NA,"60-80",0
"608","black","womanDep","someCollege",NA,"60-80",0
"609","black","womanDep","BA",NA,"60-80",0
"610","black","womanDep","grad",NA,"60-80",0
"611","latino","womanDep","noHS",NA,"60-80",0
"612","latino","womanDep","HS",NA,"60-80",0
"613","latino","womanDep","someCollege",NA,"60-80",0
"614","latino","womanDep","BA",NA,"60-80",0
"615","latino","womanDep","grad",NA,"60-80",0
"616","other","womanDep","noHS",NA,"60-80",0
"617","other","womanDep","HS",NA,"60-80",0
"618","other","womanDep","someCollege",NA,"60-80",0
"619","other","womanDep","BA",NA,"60-80",0
"620","other","womanDep","grad",NA,"60-80",0
"621","white","couple","noHS","BA","60-80",0
"622","white","couple","noHS","grad","60-80",0
"623","white","couple","noHS","HS","60-80",0
"624","white","couple","noHS","noHS","60-80",0
"625","white","couple","noHS","someCollege","60-80",0
"626","white","couple","HS","BA","60-80",0
"627","white","couple","HS","grad","60-80",0
"628","white","couple","HS","HS","60-80",0
"629","white","couple","HS","noHS","60-80",0
"630","white","couple","HS","someCollege","60-80",0
"631","white","couple","someCollege","BA","60-80",0
"632","white","couple","someCollege","grad","60-80",0
"633","white","couple","someCollege","HS","60-80",0
"634","white","couple","someCollege","noHS","60-80",0
"635","white","couple","someCollege","someCollege","60-80",0
"636","white","couple","BA","BA","60-80",0
"637","white","couple","BA","grad","60-80",0
"638","white","couple","BA","HS","60-80",0
"639","white","couple","BA","noHS","60-80",0
"640","white","couple","BA","someCollege","60-80",0
"641","white","couple","grad","BA","60-80",0
"642","white","couple","grad","grad","60-80",0
"643","white","couple","grad","HS","60-80",0
"644","white","couple","grad","noHS","60-80",0
"645","white","couple","grad","someCollege","60-80",0
"646","black","couple","noHS","BA","60-80",0
"647","black","couple","noHS","grad","60-80",0
"648","black","couple","noHS","HS","60-80",0
"649","black","couple","noHS","noHS","60-80",0
"650","black","couple","noHS","someCollege","60-80",0
"651","black","couple","HS","BA","60-80",0
"652","black","couple","HS","grad","60-80",0
"653","black","couple","HS","HS","60-80",0
"654","black","couple","HS","noHS","60-80",0
"655","black","couple","HS","someCollege","60-80",0
"656","black","couple","someCollege","BA","60-80",0
"657","black","couple","someCollege","grad","60-80",0
"658","black","couple","someCollege","HS","60-80",0
"659","black","couple","someCollege","noHS","60-80",0
"660","black","couple","someCollege","someCollege","60-80",0
"661","black","couple","BA","BA","60-80",0
"662","black","couple","BA","grad","60-80",0
"663","black","couple","BA","HS","60-80",0
"664","black","couple","BA","noHS","60-80",0
"665","black","couple","BA","someCollege","60-80",0
"666","black","couple","grad","BA","60-80",0
"667","black","couple","grad","grad","60-80",0
"668","black","couple","grad","HS","60-80",0
"669","black","couple","grad","noHS","60-80",0
"670","black","couple","grad","someCollege","60-80",0
"671","latino","couple","noHS","BA","60-80",0
"672","latino","couple","noHS","grad","60-80",0
"673","latino","couple","noHS","HS","60-80",0
"674","latino","couple","noHS","noHS","60-80",0
"675","latino","couple","noHS","someCollege","60-80",0
"676","latino","couple","HS","BA","60-80",0
"677","latino","couple","HS","grad","60-80",0
"678","latino","couple","HS","HS","60-80",0
"679","latino","couple","HS","noHS","60-80",0
"680","latino","couple","HS","someCollege","60-80",0
"681","latino","couple","someCollege","BA","60-80",0
"682","latino","couple","someCollege","grad","60-80",0
"683","latino","couple","someCollege","HS","60-80",0
"684","latino","couple","someCollege","noHS","60-80",0
"685","latino","couple","someCollege","someCollege","60-80",0
"686","latino","couple","BA","BA","60-80",0
"687","latino","couple","BA","grad","60-80",0
"688","latino","couple","BA","HS","60-80",0
"689","latino","couple","BA","noHS","60-80",0
"690","latino","couple","BA","someCollege","60-80",0
"691","latino","couple","grad","BA","60-80",0
"692","latino","couple","grad","grad","60-80",0
"693","latino","couple","grad","HS","60-80",0
"694","latino","couple","grad","noHS","60-80",0
"695","latino","couple","grad","someCollege","60-80",0
"696","other","couple","noHS","BA","60-80",0
"697","other","couple","noHS","grad","60-80",0
"698","other","couple","noHS","HS","60-80",0
"699","other","couple","noHS","noHS","60-80",0
"700","other","couple","noHS","someCollege","60-80",0
"701","other","couple","HS","BA","60-80",0
"702","other","couple","HS","grad","60-80",0
"703","other","couple","HS","HS","60-80",0
"704","other","couple","HS","noHS","60-80",0
"705","other","couple","HS","someCollege","60-80",0
"706","other","couple","someCollege","BA","60-80",0
"707","other","couple","someCollege","grad","60-80",0
"708","other","couple","someCollege","HS","60-80",0
"709","other","couple","someCollege","noHS","60-80",0
"710","other","couple","someCollege","someCollege","60-80",0
"711","other","couple","BA","BA","60-80",0
"712","other","couple","BA","grad","60-80",0
"713","other","couple","BA","HS","60-80",0
"714","other","couple","BA","noHS","60-80",0
"715","other","couple","BA","someCollege","60-80",0
"716","other","couple","grad","BA","60-80",0
"717","other","couple","grad","grad","60-80",0
"718","other","couple","grad","HS","60-80",0
"719","other","couple","grad","noHS","60-80",0
"720","other","couple","grad","someCollege","60-80",0
"721","white","man","noHS",NA,"80-100",0
"722","white","man","HS",NA,"80-100",0
"723","white","man","someCollege",NA,"80-100",0
"724","white","man","BA",NA,"80-100",0
"725","white","man","grad",NA,"80-100",0
"726","black","man","noHS",NA,"80-100",0
"727","black","man","HS",NA,"80-100",0
"728","black","man","someCollege",NA,"80-100",0
"729","black","man","BA",NA,"80-100",0
"730","black","man","grad",NA,"80-100",0
"731","latino","man","noHS",NA,"80-100",0
"732","latino","man","HS",NA,"80-100",0
"733","latino","man","someCollege",NA,"80-100",0
"734","latino","man","BA",NA,"80-100",0
"735","latino","man","grad",NA,"80-100",0
"736","other","man","noHS",NA,"80-100",0
"737","other","man","HS",NA,"80-100",0
"738","other","man","someCollege",NA,"80-100",0
"739","other","man","BA",NA,"80-100",0
"740","other","man","grad",NA,"80-100",0
"741","white","woman","noHS",NA,"80-100",0
"742","white","woman","HS",NA,"80-100",0
"743","white","woman","someCollege",NA,"80-100",0
"744","white","woman","BA",NA,"80-100",0
"745","white","woman","grad",NA,"80-100",0
"746","black","woman","noHS",NA,"80-100",0
"747","black","woman","HS",NA,"80-100",0
"748","black","woman","someCollege",NA,"80-100",0
"749","black","woman","BA",NA,"80-100",0
"750","black","woman","grad",NA,"80-100",0
"751","latino","woman","noHS",NA,"80-100",0
"752","latino","woman","HS",NA,"80-100",0
"753","latino","woman","someCollege",NA,"80-100",0
"754","latino","woman","BA",NA,"80-100",0
"755","latino","woman","grad",NA,"80-100",0
"756","other","woman","noHS",NA,"80-100",0
"757","other","woman","HS",NA,"80-100",0
"758","other","woman","someCollege",NA,"80-100",0
"759","other","woman","BA",NA,"80-100",0
"760","other","woman","grad",NA,"80-100",0
"761","white","manDep","noHS",NA,"80-100",0
"762","white","manDep","HS",NA,"80-100",0
"763","white","manDep","someCollege",NA,"80-100",0
"764","white","manDep","BA",NA,"80-100",0
"765","white","manDep","grad",NA,"80-100",0
"766","black","manDep","noHS",NA,"80-100",0
"767","black","manDep","HS",NA,"80-100",0
"768","black","manDep","someCollege",NA,"80-100",0
"769","black","manDep","BA",NA,"80-100",0
"770","black","manDep","grad",NA,"80-100",0
"771","latino","manDep","noHS",NA,"80-100",0
"772","latino","manDep","HS",NA,"80-100",0
"773","latino","manDep","someCollege",NA,"80-100",0
"774","latino","manDep","BA",NA,"80-100",0
"775","latino","manDep","grad",NA,"80-100",0
"776","other","manDep","noHS",NA,"80-100",0
"777","other","manDep","HS",NA,"80-100",0
"778","other","manDep","someCollege",NA,"80-100",0
"779","other","manDep","BA",NA,"80-100",0
"780","other","manDep","grad",NA,"80-100",0
"781","white","womanDep","noHS",NA,"80-100",0
"782","white","womanDep","HS",NA,"80-100",0
"783","white","womanDep","someCollege",NA,"80-100",0
"784","white","womanDep","BA",NA,"80-100",0
"785","white","womanDep","grad",NA,"80-100",0
"786","black","womanDep","noHS",NA,"80-100",0
"787","black","womanDep","HS",NA,"80-100",0
"788","black","womanDep","someCollege",NA,"80-100",0
"789","black","womanDep","BA",NA,"80-100",0
"790","black","womanDep","grad",NA,"80-100",0
"791","latino","womanDep","noHS",NA,"80-100",0
"792","latino","womanDep","HS",NA,"80-100",0
"793","latino","womanDep","someCollege",NA,"80-100",0
"794","latino","womanDep","BA",NA,"80-100",0
"795","latino","womanDep","grad",NA,"80-100",0
"796","other","womanDep","noHS",NA,"80-100",0
"797","other","womanDep","HS",NA,"80-100",0
"798","other","womanDep","someCollege",NA,"80-100",0
"799","other","womanDep","BA",NA,"80-100",0
"800","other","womanDep","grad",NA,"80-100",0
"801","white","couple","noHS","BA","80-100",0
"802","white","couple","noHS","grad","80-100",0
"803","white","couple","noHS","HS","80-100",0
"804","white","couple","noHS","noHS","80-100",0
"805","white","couple","noHS","someCollege","80-100",0
"806","white","couple","HS","BA","80-100",0
"807","white","couple","HS","grad","80-100",0
"808","white","couple","HS","HS","80-100",0
"809","white","couple","HS","noHS","80-100",0
"810","white","couple","HS","someCollege","80-100",0
"811","white","couple","someCollege","BA","80-100",0
"812","white","couple","someCollege","grad","80-100",0
"813","white","couple","someCollege","HS","80-100",0
"814","white","couple","someCollege","noHS","80-100",0
"815","white","couple","someCollege","someCollege","80-100",0
"816","white","couple","BA","BA","80-100",0
"817","white","couple","BA","grad","80-100",0
"818","white","couple","BA","HS","80-100",0
"819","white","couple","BA","noHS","80-100",0
"820","white","couple","BA","someCollege","80-100",0
"821","white","couple","grad","BA","80-100",0
"822","white","couple","grad","grad","80-100",0
"823","white","couple","grad","HS","80-100",0
"824","white","couple","grad","noHS","80-100",0
"825","white","couple","grad","someCollege","80-100",0
"826","black","couple","noHS","BA","80-100",0
"827","black","couple","noHS","grad","80-100",0
"828","black","couple","noHS","HS","80-100",0
"829","black","couple","noHS","noHS","80-100",0
"830","black","couple","noHS","someCollege","80-100",0
"831","black","couple","HS","BA","80-100",0
"832","black","couple","HS","grad","80-100",0
"833","black","couple","HS","HS","80-100",0
"834","black","couple","HS","noHS","80-100",0
"835","black","couple","HS","someCollege","80-100",0
"836","black","couple","someCollege","BA","80-100",0
"837","black","couple","someCollege","grad","80-100",0
"838","black","couple","someCollege","HS","80-100",0
"839","black","couple","someCollege","noHS","80-100",0
"840","black","couple","someCollege","someCollege","80-100",0
"841","black","couple","BA","BA","80-100",0
"842","black","couple","BA","grad","80-100",0
"843","black","couple","BA","HS","80-100",0
"844","black","couple","BA","noHS","80-100",0
"845","black","couple","BA","someCollege","80-100",0
"846","black","couple","grad","BA","80-100",0
"847","black","couple","grad","grad","80-100",0
"848","black","couple","grad","HS","80-100",0
"849","black","couple","grad","noHS","80-100",0
"850","black","couple","grad","someCollege","80-100",0
"851","latino","couple","noHS","BA","80-100",0
"852","latino","couple","noHS","grad","80-100",0
"853","latino","couple","noHS","HS","80-100",0
"854","latino","couple","noHS","noHS","80-100",0
"855","latino","couple","noHS","someCollege","80-100",0
"856","latino","couple","HS","BA","80-100",0
"857","latino","couple","HS","grad","80-100",0
"858","latino","couple","HS","HS","80-100",0
"859","latino","couple","HS","noHS","80-100",0
"860","latino","couple","HS","someCollege","80-100",0
"861","latino","couple","someCollege","BA","80-100",0
"862","latino","couple","someCollege","grad","80-100",0
"863","latino","couple","someCollege","HS","80-100",0
"864","latino","couple","someCollege","noHS","80-100",0
"865","latino","couple","someCollege","someCollege","80-100",0
"866","latino","couple","BA","BA","80-100",0
"867","latino","couple","BA","grad","80-100",0
"868","latino","couple","BA","HS","80-100",0
"869","latino","couple","BA","noHS","80-100",0
"870","latino","couple","BA","someCollege","80-100",0
"871","latino","couple","grad","BA","80-100",0
"872","latino","couple","grad","grad","80-100",0
"873","latino","couple","grad","HS","80-100",0
"874","latino","couple","grad","noHS","80-100",0
"875","latino","couple","grad","someCollege","80-100",0
"876","other","couple","noHS","BA","80-100",0
"877","other","couple","noHS","grad","80-100",0
"878","other","couple","noHS","HS","80-100",0
"879","other","couple","noHS","noHS","80-100",0
"880","other","couple","noHS","someCollege","80-100",0
"881","other","couple","HS","BA","80-100",0
"882","other","couple","HS","grad","80-100",0
"883","other","couple","HS","HS","80-100",0
"884","other","couple","HS","noHS","80-100",0
"885","other","couple","HS","someCollege","80-100",0
"886","other","couple","someCollege","BA","80-100",0
"887","other","couple","someCollege","grad","80-100",0
"888","other","couple","someCollege","HS","80-100",0
"889","other","couple","someCollege","noHS","80-100",0
"890","other","couple","someCollege","someCollege","80-100",0
"891","other","couple","BA","BA","80-100",0
"892","other","couple","BA","grad","80-100",0
"893","other","couple","BA","HS","80-100",0
"894","other","couple","BA","noHS","80-100",0
"895","other","couple","BA","someCollege","80-100",0
"896","other","couple","grad","BA","80-100",0
"897","other","couple","grad","grad","80-100",0
"898","other","couple","grad","HS","80-100",0
"899","other","couple","grad","noHS","80-100",0
"900","other","couple","grad","someCollege","80-100",0
"901","white","man","noHS",NA,"100-125",0
"902","white","man","HS",NA,"100-125",0
"903","white","man","someCollege",NA,"100-125",0
"904","white","man","BA",NA,"100-125",0
"905","white","man","grad",NA,"100-125",0
"906","black","man","noHS",NA,"100-125",0
"907","black","man","HS",NA,"100-125",0
"908","black","man","someCollege",NA,"100-125",0
"909","black","man","BA",NA,"100-125",0
"910","black","man","grad",NA,"100-125",0
"911","latino","man","noHS",NA,"100-125",0
"912","latino","man","HS",NA,"100-125",0
"913","latino","man","someCollege",NA,"100-125",0
"914","latino","man","BA",NA,"100-125",0
"915","latino","man","grad",NA,"100-125",0
"916","other","man","noHS",NA,"100-125",0
"917","other","man","HS",NA,"100-125",0
"918","other","man","someCollege",NA,"100-125",0
"919","other","man","BA",NA,"100-125",0
"920","other","man","grad",NA,"100-125",0
"921","white","woman","noHS",NA,"100-125",0
"922","white","woman","HS",NA,"100-125",0
"923","white","woman","someCollege",NA,"100-125",0
"924","white","woman","BA",NA,"100-125",0
"925","white","woman","grad",NA,"100-125",0
"926","black","woman","noHS",NA,"100-125",0
"927","black","woman","HS",NA,"100-125",0
"928","black","woman","someCollege",NA,"100-125",0
"929","black","woman","BA",NA,"100-125",0
"930","black","woman","grad",NA,"100-125",0
"931","latino","woman","noHS",NA,"100-125",0
"932","latino","woman","HS",NA,"100-125",0
"933","latino","woman","someCollege",NA,"100-125",0
"934","latino","woman","BA",NA,"100-125",0
"935","latino","woman","grad",NA,"100-125",0
"936","other","woman","noHS",NA,"100-125",0
"937","other","woman","HS",NA,"100-125",0
"938","other","woman","someCollege",NA,"100-125",0
"939","other","woman","BA",NA,"100-125",0
"940","other","woman","grad",NA,"100-125",0
"941","white","manDep","noHS",NA,"100-125",0
"942","white","manDep","HS",NA,"100-125",0
"943","white","manDep","someCollege",NA,"100-125",0
"944","white","manDep","BA",NA,"100-125",0
"945","white","manDep","grad",NA,"100-125",0
"946","black","manDep","noHS",NA,"100-125",0
"947","black","manDep","HS",NA,"100-125",0
"948","black","manDep","someCollege",NA,"100-125",0
"949","black","manDep","BA",NA,"100-125",0
"950","black","manDep","grad",NA,"100-125",0
"951","latino","manDep","noHS",NA,"100-125",0
"952","latino","manDep","HS",NA,"100-125",0
"953","latino","manDep","someCollege",NA,"100-125",0
"954","latino","manDep","BA",NA,"100-125",0
"955","latino","manDep","grad",NA,"100-125",0
"956","other","manDep","noHS",NA,"100-125",0
"957","other","manDep","HS",NA,"100-125",0
"958","other","manDep","someCollege",NA,"100-125",0
"959","other","manDep","BA",NA,"100-125",0
"960","other","manDep","grad",NA,"100-125",0
"961","white","womanDep","noHS",NA,"100-125",0
"962","white","womanDep","HS",NA,"100-125",0
"963","white","womanDep","someCollege",NA,"100-125",0
"964","white","womanDep","BA",NA,"100-125",0
"965","white","womanDep","grad",NA,"100-125",0
"966","black","womanDep","noHS",NA,"100-125",0
"967","black","womanDep","HS",NA,"100-125",0
"968","black","womanDep","someCollege",NA,"100-125",0
"969","black","womanDep","BA",NA,"100-125",0
"970","black","womanDep","grad",NA,"100-125",0
"971","latino","womanDep","noHS",NA,"100-125",0
"972","latino","womanDep","HS",NA,"100-125",0
"973","latino","womanDep","someCollege",NA,"100-125",0
"974","latino","womanDep","BA",NA,"100-125",0
"975","latino","womanDep","grad",NA,"100-125",0
"976","other","womanDep","noHS",NA,"100-125",0
"977","other","womanDep","HS",NA,"100-125",0
"978","other","womanDep","someCollege",NA,"100-125",0
"979","other","womanDep","BA",NA,"100-125",0
"980","other","womanDep","grad",NA,"100-125",0
"981","white","couple","noHS","BA","100-125",0
"982","white","couple","noHS","grad","100-125",0
"983","white","couple","noHS","HS","100-125",0
"984","white","couple","noHS","noHS","100-125",0
"985","white","couple","noHS","someCollege","100-125",0
"986","white","couple","HS","BA","100-125",0
"987","white","couple","HS","grad","100-125",0
"988","white","couple","HS","HS","100-125",0
"989","white","couple","HS","noHS","100-125",0
"990","white","couple","HS","someCollege","100-125",0
"991","white","couple","someCollege","BA","100-125",0
"992","white","couple","someCollege","grad","100-125",0
"993","white","couple","someCollege","HS","100-125",0
"994","white","couple","someCollege","noHS","100-125",0
"995","white","couple","someCollege","someCollege","100-125",0
"996","white","couple","BA","BA","100-125",0
"997","white","couple","BA","grad","100-125",0
"998","white","couple","BA","HS","100-125",0
"999","white","couple","BA","noHS","100-125",0
"1000","white","couple","BA","someCollege","100-125",0
"1001","white","couple","grad","BA","100-125",0
"1002","white","couple","grad","grad","100-125",0
"1003","white","couple","grad","HS","100-125",0
"1004","white","couple","grad","noHS","100-125",0
"1005","white","couple","grad","someCollege","100-125",0
"1006","black","couple","noHS","BA","100-125",0
"1007","black","couple","noHS","grad","100-125",0
"1008","black","couple","noHS","HS","100-125",0
"1009","black","couple","noHS","noHS","100-125",0
"1010","black","couple","noHS","someCollege","100-125",0
"1011","black","couple","HS","BA","100-125",0
"1012","black","couple","HS","grad","100-125",0
"1013","black","couple","HS","HS","100-125",0
"1014","black","couple","HS","noHS","100-125",0
"1015","black","couple","HS","someCollege","100-125",0
"1016","black","couple","someCollege","BA","100-125",0
