"","race","famType","edu1","edu2","income","icon"
"1496","other","manDep","noHS",NA,"200-300",0
"1497","other","manDep","HS",NA,"200-300",0
"1498","other","manDep","someCollege",NA,"200-300",0
"1499","other","manDep","BA",NA,"200-300",0
"1500","other","manDep","grad",NA,"200-300",0
"1501","white","womanDep","noHS",NA,"200-300",0
"1502","white","womanDep","HS",NA,"200-300",0
"1503","white","womanDep","someCollege",NA,"200-300",0
"1504","white","womanDep","BA",NA,"200-300",0
"1505","white","womanDep","grad",NA,"200-300",0
"1506","black","womanDep","noHS",NA,"200-300",0
"1507","black","womanDep","HS",NA,"200-300",0
"1508","black","womanDep","someCollege",NA,"200-300",0
"1509","black","womanDep","BA",NA,"200-300",0
"1510","black","womanDep","grad",NA,"200-300",0
"1511","latino","womanDep","noHS",NA,"200-300",0
"1512","latino","womanDep","HS",NA,"200-300",0
"1513","latino","womanDep","someCollege",NA,"200-300",0
"1514","latino","womanDep","BA",NA,"200-300",0
"1515","latino","womanDep","grad",NA,"200-300",0
"1516","other","womanDep","noHS",NA,"200-300",0
"1517","other","womanDep","HS",NA,"200-300",0
"1518","other","womanDep","someCollege",NA,"200-300",0
"1519","other","womanDep","BA",NA,"200-300",0
"1520","other","womanDep","grad",NA,"200-300",0
"1521","white","couple","noHS","BA","200-300",0
"1522","white","couple","noHS","grad","200-300",0
"1523","white","couple","noHS","HS","200-300",0
"1524","white","couple","noHS","noHS","200-300",0
"1525","white","couple","noHS","someCollege","200-300",0
"1526","white","couple","HS","BA","200-300",0
"1527","white","couple","HS","grad","200-300",0
"1528","white","couple","HS","HS","200-300",0
"1529","white","couple","HS","noHS","200-300",0
"1530","white","couple","HS","someCollege","200-300",0
"1531","white","couple","someCollege","BA","200-300",0
"1532","white","couple","someCollege","grad","200-300",0
"1533","white","couple","someCollege","HS","200-300",0
"1534","white","couple","someCollege","noHS","200-300",0
"1535","white","couple","someCollege","someCollege","200-300",0
"1536","white","couple","BA","BA","200-300",0
"1537","white","couple","BA","grad","200-300",0
"1538","white","couple","BA","HS","200-300",0
"1539","white","couple","BA","noHS","200-300",0
"1540","white","couple","BA","someCollege","200-300",0
"1541","white","couple","grad","BA","200-300",0
"1542","white","couple","grad","grad","200-300",0
"1543","white","couple","grad","HS","200-300",0
"1544","white","couple","grad","noHS","200-300",0
"1545","white","couple","grad","someCollege","200-300",0
"1546","black","couple","noHS","BA","200-300",0
"1547","black","couple","noHS","grad","200-300",0
"1548","black","couple","noHS","HS","200-300",0
"1549","black","couple","noHS","noHS","200-300",0
"1550","black","couple","noHS","someCollege","200-300",0
"1551","black","couple","HS","BA","200-300",0
"1552","black","couple","HS","grad","200-300",0
"1553","black","couple","HS","HS","200-300",0
"1554","black","couple","HS","noHS","200-300",0
"1555","black","couple","HS","someCollege","200-300",0
"1556","black","couple","someCollege","BA","200-300",0
"1557","black","couple","someCollege","grad","200-300",0
"1558","black","couple","someCollege","HS","200-300",0
"1559","black","couple","someCollege","noHS","200-300",0
"1560","black","couple","someCollege","someCollege","200-300",0
"1561","black","couple","BA","BA","200-300",0
"1562","black","couple","BA","grad","200-300",0
"1563","black","couple","BA","HS","200-300",0
"1564","black","couple","BA","noHS","200-300",0
"1565","black","couple","BA","someCollege","200-300",0
"1566","black","couple","grad","BA","200-300",0
"1567","black","couple","grad","grad","200-300",0
"1568","black","couple","grad","HS","200-300",0
"1569","black","couple","grad","noHS","200-300",0
"1570","black","couple","grad","someCollege","200-300",0
"1571","latino","couple","noHS","BA","200-300",0
"1572","latino","couple","noHS","grad","200-300",0
"1573","latino","couple","noHS","HS","200-300",0
"1574","latino","couple","noHS","noHS","200-300",0
"1575","latino","couple","noHS","someCollege","200-300",0
"1576","latino","couple","HS","BA","200-300",0
"1577","latino","couple","HS","grad","200-300",0
"1578","latino","couple","HS","HS","200-300",0
"1579","latino","couple","HS","noHS","200-300",0
"1580","latino","couple","HS","someCollege","200-300",0
"1581","latino","couple","someCollege","BA","200-300",0
"1582","latino","couple","someCollege","grad","200-300",0
"1583","latino","couple","someCollege","HS","200-300",0
"1584","latino","couple","someCollege","noHS","200-300",0
"1585","latino","couple","someCollege","someCollege","200-300",0
"1586","latino","couple","BA","BA","200-300",0
"1587","latino","couple","BA","grad","200-300",0
"1588","latino","couple","BA","HS","200-300",0
"1589","latino","couple","BA","noHS","200-300",0
"1590","latino","couple","BA","someCollege","200-300",0
"1591","latino","couple","grad","BA","200-300",0
"1592","latino","couple","grad","grad","200-300",0
"1593","latino","couple","grad","HS","200-300",0
"1594","latino","couple","grad","noHS","200-300",0
"1595","latino","couple","grad","someCollege","200-300",0
"1596","other","couple","noHS","BA","200-300",0
"1597","other","couple","noHS","grad","200-300",0
"1598","other","couple","noHS","HS","200-300",0
"1599","other","couple","noHS","noHS","200-300",0
"1600","other","couple","noHS","someCollege","200-300",0
"1601","other","couple","HS","BA","200-300",0
"1602","other","couple","HS","grad","200-300",0
"1603","other","couple","HS","HS","200-300",0
"1604","other","couple","HS","noHS","200-300",0
"1605","other","couple","HS","someCollege","200-300",0
"1606","other","couple","someCollege","BA","200-300",0
"1607","other","couple","someCollege","grad","200-300",0
"1608","other","couple","someCollege","HS","200-300",0
"1609","other","couple","someCollege","noHS","200-300",0
"1610","other","couple","someCollege","someCollege","200-300",0
"1611","other","couple","BA","BA","200-300",0
"1612","other","couple","BA","grad","200-300",0
"1613","other","couple","BA","HS","200-300",0
"1614","other","couple","BA","noHS","200-300",0
"1615","other","couple","BA","someCollege","200-300",0
"1616","other","couple","grad","BA","200-300",0
"1617","other","couple","grad","grad","200-300",0
"1618","other","couple","grad","HS","200-300",0
"1619","other","couple","grad","noHS","200-300",0
"1620","other","couple","grad","someCollege","200-300",0
"1621","white","man","noHS",NA,"300-400",0
"1622","white","man","HS",NA,"300-400",0
"1623","white","man","someCollege",NA,"300-400",0
"1624","white","man","BA",NA,"300-400",0
"1625","white","man","grad",NA,"300-400",0
"1626","black","man","noHS",NA,"300-400",0
"1627","black","man","HS",NA,"300-400",0
"1628","black","man","someCollege",NA,"300-400",0
"1629","black","man","BA",NA,"300-400",0
"1630","black","man","grad",NA,"300-400",0
"1631","latino","man","noHS",NA,"300-400",0
"1632","latino","man","HS",NA,"300-400",0
"1633","latino","man","someCollege",NA,"300-400",0
"1634","latino","man","BA",NA,"300-400",0
"1635","latino","man","grad",NA,"300-400",0
"1636","other","man","noHS",NA,"300-400",0
"1637","other","man","HS",NA,"300-400",0
"1638","other","man","someCollege",NA,"300-400",0
"1639","other","man","BA",NA,"300-400",0
"1640","other","man","grad",NA,"300-400",0
"1641","white","woman","noHS",NA,"300-400",0
"1642","white","woman","HS",NA,"300-400",0
"1643","white","woman","someCollege",NA,"300-400",0
"1644","white","woman","BA",NA,"300-400",0
"1645","white","woman","grad",NA,"300-400",0
"1646","black","woman","noHS",NA,"300-400",0
"1647","black","woman","HS",NA,"300-400",0
"1648","black","woman","someCollege",NA,"300-400",0
"1649","black","woman","BA",NA,"300-400",0
"1650","black","woman","grad",NA,"300-400",0
"1651","latino","woman","noHS",NA,"300-400",0
"1652","latino","woman","HS",NA,"300-400",0
"1653","latino","woman","someCollege",NA,"300-400",0
"1654","latino","woman","BA",NA,"300-400",0
"1655","latino","woman","grad",NA,"300-400",0
"1656","other","woman","noHS",NA,"300-400",0
"1657","other","woman","HS",NA,"300-400",0
"1658","other","woman","someCollege",NA,"300-400",0
"1659","other","woman","BA",NA,"300-400",0
"1660","other","woman","grad",NA,"300-400",0
"1661","white","manDep","noHS",NA,"300-400",0
"1662","white","manDep","HS",NA,"300-400",0
"1663","white","manDep","someCollege",NA,"300-400",0
"1664","white","manDep","BA",NA,"300-400",0
"1665","white","manDep","grad",NA,"300-400",0
"1666","black","manDep","noHS",NA,"300-400",0
"1667","black","manDep","HS",NA,"300-400",0
"1668","black","manDep","someCollege",NA,"300-400",0
"1669","black","manDep","BA",NA,"300-400",0
"1670","black","manDep","grad",NA,"300-400",0
"1671","latino","manDep","noHS",NA,"300-400",0
"1672","latino","manDep","HS",NA,"300-400",0
"1673","latino","manDep","someCollege",NA,"300-400",0
"1674","latino","manDep","BA",NA,"300-400",0
"1675","latino","manDep","grad",NA,"300-400",0
"1676","other","manDep","noHS",NA,"300-400",0
"1677","other","manDep","HS",NA,"300-400",0
"1678","other","manDep","someCollege",NA,"300-400",0
"1679","other","manDep","BA",NA,"300-400",0
"1680","other","manDep","grad",NA,"300-400",0
"1681","white","womanDep","noHS",NA,"300-400",0
"1682","white","womanDep","HS",NA,"300-400",0
"1683","white","womanDep","someCollege",NA,"300-400",0
"1684","white","womanDep","BA",NA,"300-400",0
"1685","white","womanDep","grad",NA,"300-400",0
"1686","black","womanDep","noHS",NA,"300-400",0
"1687","black","womanDep","HS",NA,"300-400",0
"1688","black","womanDep","someCollege",NA,"300-400",0
"1689","black","womanDep","BA",NA,"300-400",0
"1690","black","womanDep","grad",NA,"300-400",0
"1691","latino","womanDep","noHS",NA,"300-400",0
"1692","latino","womanDep","HS",NA,"300-400",0
"1693","latino","womanDep","someCollege",NA,"300-400",0
"1694","latino","womanDep","BA",NA,"300-400",0
"1695","latino","womanDep","grad",NA,"300-400",0
"1696","other","womanDep","noHS",NA,"300-400",0
"1697","other","womanDep","HS",NA,"300-400",0
"1698","other","womanDep","someCollege",NA,"300-400",0
"1699","other","womanDep","BA",NA,"300-400",0
"1700","other","womanDep","grad",NA,"300-400",0
"1701","white","couple","noHS","BA","300-400",0
"1702","white","couple","noHS","grad","300-400",0
"1703","white","couple","noHS","HS","300-400",0
"1704","white","couple","noHS","noHS","300-400",0
"1705","white","couple","noHS","someCollege","300-400",0
"1706","white","couple","HS","BA","300-400",0
"1707","white","couple","HS","grad","300-400",0
"1708","white","couple","HS","HS","300-400",0
"1709","white","couple","HS","noHS","300-400",0
"1710","white","couple","HS","someCollege","300-400",0
"1711","white","couple","someCollege","BA","300-400",0
"1712","white","couple","someCollege","grad","300-400",0
"1713","white","couple","someCollege","HS","300-400",0
"1714","white","couple","someCollege","noHS","300-400",0
"1715","white","couple","someCollege","someCollege","300-400",0
"1716","white","couple","BA","BA","300-400",0
"1717","white","couple","BA","grad","300-400",0
"1718","white","couple","BA","HS","300-400",0
"1719","white","couple","BA","noHS","300-400",0
"1720","white","couple","BA","someCollege","300-400",0
"1721","white","couple","grad","BA","300-400",0
"1722","white","couple","grad","grad","300-400",0
"1723","white","couple","grad","HS","300-400",0
"1724","white","couple","grad","noHS","300-400",0
"1725","white","couple","grad","someCollege","300-400",0
"1726","black","couple","noHS","BA","300-400",0
"1727","black","couple","noHS","grad","300-400",0
"1728","black","couple","noHS","HS","300-400",0
"1729","black","couple","noHS","noHS","300-400",0
"1730","black","couple","noHS","someCollege","300-400",0
"1731","black","couple","HS","BA","300-400",0
"1732","black","couple","HS","grad","300-400",0
"1733","black","couple","HS","HS","300-400",0
"1734","black","couple","HS","noHS","300-400",0
"1735","black","couple","HS","someCollege","300-400",0
"1736","black","couple","someCollege","BA","300-400",0
"1737","black","couple","someCollege","grad","300-400",0
"1738","black","couple","someCollege","HS","300-400",0
"1739","black","couple","someCollege","noHS","300-400",0
"1740","black","couple","someCollege","someCollege","300-400",0
"1741","black","couple","BA","BA","300-400",0
"1742","black","couple","BA","grad","300-400",0
"1743","black","couple","BA","HS","300-400",0
"1744","black","couple","BA","noHS","300-400",0
"1745","black","couple","BA","someCollege","300-400",0
"1746","black","couple","grad","BA","300-400",0
"1747","black","couple","grad","grad","300-400",0
"1748","black","couple","grad","HS","300-400",0
"1749","black","couple","grad","noHS","300-400",0
"1750","black","couple","grad","someCollege","300-400",0
"1751","latino","couple","noHS","BA","300-400",0
"1752","latino","couple","noHS","grad","300-400",0
"1753","latino","couple","noHS","HS","300-400",0
"1754","latino","couple","noHS","noHS","300-400",0
"1755","latino","couple","noHS","someCollege","300-400",0
"1756","latino","couple","HS","BA","300-400",0
"1757","latino","couple","HS","grad","300-400",0
"1758","latino","couple","HS","HS","300-400",0
"1759","latino","couple","HS","noHS","300-400",0
"1760","latino","couple","HS","someCollege","300-400",0
"1761","latino","couple","someCollege","BA","300-400",0
"1762","latino","couple","someCollege","grad","300-400",0
"1763","latino","couple","someCollege","HS","300-400",0
"1764","latino","couple","someCollege","noHS","300-400",0
"1765","latino","couple","someCollege","someCollege","300-400",0
"1766","latino","couple","BA","BA","300-400",0
"1767","latino","couple","BA","grad","300-400",0
"1768","latino","couple","BA","HS","300-400",0
"1769","latino","couple","BA","noHS","300-400",0
"1770","latino","couple","BA","someCollege","300-400",0
"1771","latino","couple","grad","BA","300-400",0
"1772","latino","couple","grad","grad","300-400",0
"1773","latino","couple","grad","HS","300-400",0
"1774","latino","couple","grad","noHS","300-400",0
"1775","latino","couple","grad","someCollege","300-400",0
"1776","other","couple","noHS","BA","300-400",0
"1777","other","couple","noHS","grad","300-400",0
"1778","other","couple","noHS","HS","300-400",0
"1779","other","couple","noHS","noHS","300-400",0
"1780","other","couple","noHS","someCollege","300-400",0
"1781","other","couple","HS","BA","300-400",0
"1782","other","couple","HS","grad","300-400",0
"1783","other","couple","HS","HS","300-400",0
"1784","other","couple","HS","noHS","300-400",0
"1785","other","couple","HS","someCollege","300-400",0
"1786","other","couple","someCollege","BA","300-400",0
"1787","other","couple","someCollege","grad","300-400",0
"1788","other","couple","someCollege","HS","300-400",0
"1789","other","couple","someCollege","noHS","300-400",0
"1790","other","couple","someCollege","someCollege","300-400",0
"1791","other","couple","BA","BA","300-400",0
"1792","other","couple","BA","grad","300-400",0
"1793","other","couple","BA","HS","300-400",0
"1794","other","couple","BA","noHS","300-400",0
"1795","other","couple","BA","someCollege","300-400",0
"1796","other","couple","grad","BA","300-400",0
"1797","other","couple","grad","grad","300-400",0
"1798","other","couple","grad","HS","300-400",0
"1799","other","couple","grad","noHS","300-400",0
"1800","other","couple","grad","someCollege","300-400",0
"1801","white","man","noHS",NA,"400+",0
"1802","white","man","HS",NA,"400+",0
"1803","white","man","someCollege",NA,"400+",0
"1804","white","man","BA",NA,"400+",0
"1805","white","man","grad",NA,"400+",0
"1806","black","man","noHS",NA,"400+",0
"1807","black","man","HS",NA,"400+",0
"1808","black","man","someCollege",NA,"400+",0
"1809","black","man","BA",NA,"400+",0
"1810","black","man","grad",NA,"400+",0
"1811","latino","man","noHS",NA,"400+",0
"1812","latino","man","HS",NA,"400+",0
"1813","latino","man","someCollege",NA,"400+",0
"1814","latino","man","BA",NA,"400+",0
"1815","latino","man","grad",NA,"400+",0
"1816","other","man","noHS",NA,"400+",0
"1817","other","man","HS",NA,"400+",0
"1818","other","man","someCollege",NA,"400+",0
"1819","other","man","BA",NA,"400+",0
"1820","other","man","grad",NA,"400+",0
"1821","white","woman","noHS",NA,"400+",0
"1822","white","woman","HS",NA,"400+",0
"1823","white","woman","someCollege",NA,"400+",0
"1824","white","woman","BA",NA,"400+",0
"1825","white","woman","grad",NA,"400+",0
"1826","black","woman","noHS",NA,"400+",0
"1827","black","woman","HS",NA,"400+",0
"1828","black","woman","someCollege",NA,"400+",0
"1829","black","woman","BA",NA,"400+",0
"1830","black","woman","grad",NA,"400+",0
"1831","latino","woman","noHS",NA,"400+",0
"1832","latino","woman","HS",NA,"400+",0
"1833","latino","woman","someCollege",NA,"400+",0
"1834","latino","woman","BA",NA,"400+",0
"1835","latino","woman","grad",NA,"400+",0
"1836","other","woman","noHS",NA,"400+",0
"1837","other","woman","HS",NA,"400+",0
"1838","other","woman","someCollege",NA,"400+",0
"1839","other","woman","BA",NA,"400+",0
"1840","other","woman","grad",NA,"400+",0
"1841","white","manDep","noHS",NA,"400+",0
"1842","white","manDep","HS",NA,"400+",0
"1843","white","manDep","someCollege",NA,"400+",0
"1844","white","manDep","BA",NA,"400+",0
"1845","white","manDep","grad",NA,"400+",0
"1846","black","manDep","noHS",NA,"400+",0
"1847","black","manDep","HS",NA,"400+",0
"1848","black","manDep","someCollege",NA,"400+",0
"1849","black","manDep","BA",NA,"400+",0
"1850","black","manDep","grad",NA,"400+",0
"1851","latino","manDep","noHS",NA,"400+",0
"1852","latino","manDep","HS",NA,"400+",0
"1853","latino","manDep","someCollege",NA,"400+",0
"1854","latino","manDep","BA",NA,"400+",0
"1855","latino","manDep","grad",NA,"400+",0
"1856","other","manDep","noHS",NA,"400+",0
"1857","other","manDep","HS",NA,"400+",0
"1858","other","manDep","someCollege",NA,"400+",0
"1859","other","manDep","BA",NA,"400+",0
"1860","other","manDep","grad",NA,"400+",0
"1861","white","womanDep","noHS",NA,"400+",0
"1862","white","womanDep","HS",NA,"400+",0
"1863","white","womanDep","someCollege",NA,"400+",0
"1864","white","womanDep","BA",NA,"400+",0
"1865","white","womanDep","grad",NA,"400+",0
"1866","black","womanDep","noHS",NA,"400+",0
"1867","black","womanDep","HS",NA,"400+",0
"1868","black","womanDep","someCollege",NA,"400+",0
"1869","black","womanDep","BA",NA,"400+",0
"1870","black","womanDep","grad",NA,"400+",0
"1871","latino","womanDep","noHS",NA,"400+",0
"1872","latino","womanDep","HS",NA,"400+",0
"1873","latino","womanDep","someCollege",NA,"400+",0
"1874","latino","womanDep","BA",NA,"400+",0
"1875","latino","womanDep","grad",NA,"400+",0
"1876","other","womanDep","noHS",NA,"400+",0
"1877","other","womanDep","HS",NA,"400+",0
"1878","other","womanDep","someCollege",NA,"400+",0
"1879","other","womanDep","BA",NA,"400+",0
"1880","other","womanDep","grad",NA,"400+",0
"1881","white","couple","noHS","BA","400+",0
"1882","white","couple","noHS","grad","400+",0
"1883","white","couple","noHS","HS","400+",0
"1884","white","couple","noHS","noHS","400+",0
"1885","white","couple","noHS","someCollege","400+",0
"1886","white","couple","HS","BA","400+",0
"1887","white","couple","HS","grad","400+",0
"1888","white","couple","HS","HS","400+",0
"1889","white","couple","HS","noHS","400+",0
"1890","white","couple","HS","someCollege","400+",0
"1891","white","couple","someCollege","BA","400+",0
"1892","white","couple","someCollege","grad","400+",0
"1893","white","couple","someCollege","HS","400+",0
"1894","white","couple","someCollege","noHS","400+",0
"1895","white","couple","someCollege","someCollege","400+",0
"1896","white","couple","BA","BA","400+",0
"1897","white","couple","BA","grad","400+",0
"1898","white","couple","BA","HS","400+",0
"1899","white","couple","BA","noHS","400+",0
"1900","white","couple","BA","someCollege","400+",0
"1901","white","couple","grad","BA","400+",0
"1902","white","couple","grad","grad","400+",0
"1903","white","couple","grad","HS","400+",0
"1904","white","couple","grad","noHS","400+",0
"1905","white","couple","grad","someCollege","400+",0
"1906","black","couple","noHS","BA","400+",0
"1907","black","couple","noHS","grad","400+",0
"1908","black","couple","noHS","HS","400+",0
"1909","black","couple","noHS","noHS","400+",0
"1910","black","couple","noHS","someCollege","400+",0
"1911","black","couple","HS","BA","400+",0
"1912","black","couple","HS","grad","400+",0
"1913","black","couple","HS","HS","400+",0
"1914","black","couple","HS","noHS","400+",0
"1915","black","couple","HS","someCollege","400+",0
"1916","black","couple","someCollege","BA","400+",0
"1917","black","couple","someCollege","grad","400+",0
"1918","black","couple","someCollege","HS","400+",0
"1919","black","couple","someCollege","noHS","400+",0
"1920","black","couple","someCollege","someCollege","400+",0
"1921","black","couple","BA","BA","400+",0
"1922","black","couple","BA","grad","400+",0
"1923","black","couple","BA","HS","400+",0
"1924","black","couple","BA","noHS","400+",0
"1925","black","couple","BA","someCollege","400+",0
"1926","black","couple","grad","BA","400+",0
"1927","black","couple","grad","grad","400+",0
"1928","black","couple","grad","HS","400+",0
"1929","black","couple","grad","noHS","400+",0
"1930","black","couple","grad","someCollege","400+",0
"1931","latino","couple","noHS","BA","400+",0
"1932","latino","couple","noHS","grad","400+",0
"1933","latino","couple","noHS","HS","400+",0
"1934","latino","couple","noHS","noHS","400+",0
"1935","latino","couple","noHS","someCollege","400+",0
"1936","latino","couple","HS","BA","400+",0
"1937","latino","couple","HS","grad","400+",0
"1938","latino","couple","HS","HS","400+",0
"1939","latino","couple","HS","noHS","400+",0
"1940","latino","couple","HS","someCollege","400+",0
"1941","latino","couple","someCollege","BA","400+",0
"1942","latino","couple","someCollege","grad","400+",0
"1943","latino","couple","someCollege","HS","400+",0
"1944","latino","couple","someCollege","noHS","400+",0
"1945","latino","couple","someCollege","someCollege","400+",0
"1946","latino","couple","BA","BA","400+",0
"1947","latino","couple","BA","grad","400+",0
"1948","latino","couple","BA","HS","400+",0
"1949","latino","couple","BA","noHS","400+",0
"1950","latino","couple","BA","someCollege","400+",0
"1951","latino","couple","grad","BA","400+",0
"1952","latino","couple","grad","grad","400+",0
"1953","latino","couple","grad","HS","400+",0
"1954","latino","couple","grad","noHS","400+",0
"1955","latino","couple","grad","someCollege","400+",0
"1956","other","couple","noHS","BA","400+",0
"1957","other","couple","noHS","grad","400+",0
"1958","other","couple","noHS","HS","400+",0
"1959","other","couple","noHS","noHS","400+",0
"1960","other","couple","noHS","someCollege","400+",0
"1961","other","couple","HS","BA","400+",0
"1962","other","couple","HS","grad","400+",0
"1963","other","couple","HS","HS","400+",0
"1964","other","couple","HS","noHS","400+",0
"1965","other","couple","HS","someCollege","400+",0
"1966","other","couple","someCollege","BA","400+",0
"1967","other","couple","someCollege","grad","400+",0
"1968","other","couple","someCollege","HS","400+",0
"1969","other","couple","someCollege","noHS","400+",0
"1970","other","couple","someCollege","someCollege","400+",0
"1971","other","couple","BA","BA","400+",0
"1972","other","couple","BA","grad","400+",0
"1973","other","couple","BA","HS","400+",0
"1974","other","couple","BA","noHS","400+",0
"1975","other","couple","BA","someCollege","400+",0
"1976","other","couple","grad","BA","400+",0
"1977","other","couple","grad","grad","400+",0
"1978","other","couple","grad","HS","400+",0
"1979","other","couple","grad","noHS","400+",0
"1980","other","couple","grad","someCollege","400+",0
